paper,date,issn,textid,lbl,no,url
Lounas,,1458-2341,,Rantakalliolla. Vaiti vallan seisoo metsä tuolla Helmi,72,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123184
Lounas,,1458-2341,,Rengin laulu. Hei vaikkei se käy niin nuotin jälkeen Järveliini,101,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=25775
Lounas,,1458-2341,,"Rinta, riemuitse! Rinta, riemuitsee, koska koiton Helmi",100,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=27498
Lounas,,1458-2341,,"Ruohostossa. Lepäellä maassa, ruohostossa tarkastella taivon kantta, jossa Helmi",45,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123183
Lounas,,1458-2341,,Serenaadi E:lle. Ilta kun vaipallansa Helmi,74,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123150
Lounas,,1458-2341,,Siivillä valkoisilla. Kuin kotka sä lainehilla Helmi,77,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=115188
Lounas,,1458-2341,,Sopusointua. Rovasti lausui rovastinnallensa Helmi,6,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=27514
Lounas,,1458-2341,,Syksyn tultua. Taas syksy synkkä Suomessamme Kaarlo -n.,83,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=86892
Lounas,,1458-2341,,"Syys-illalla. Ilma raitis on, tyyni aivan Helmi",91,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123116
Lounas,,1458-2341,,Syysillalla. Täällä taas mä istun yksinnä Helmi,82,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=86891
Lounas,,1458-2341,,Tytön muistikirjaan. Muista jos sua riemu johtaa Helmi,98,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123187
Lounas,,1458-2341,,Tytön syntymäpäivänä. 18 20/VI 89. Kesän kaunokukat tuoksullansa Helmi,49,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=27505
Lounas,,1458-2341,,Tähtyelle. Kun päivä oli päättynyt Helmi,96,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=94919
Lounas,,1458-2341,,U. Cygnaeuksen muistoksi. Kunnes pysyy kielessämme 0. Wrn,4,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=28654
Lounas,,1458-2341,,Vaivaisen valitus. Laulanpa poloinen poika W-n.,82,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=119578
Lounas,,1458-2341,,Vellamon neito. (Muistelma.) Mä kerran rannalla istuin Helmi,46,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=114890
Lounas,,1458-2341,,Vuoden ajat. Lapsi kultakutrinen -ja.,79,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123151
Lounas,,1458-2341,,Ylenkatseeni. Mukaelma. Sitä neitoa ylenkatson Helmi,4,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=8227
Lounas,,1458-2341,,"Amanda, tullos! Amanda, tullos kansan ilomiellä Helmi",47,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=20854
Jyränkö,,1458-0896,,En unhota. Istun rannalla yksinäni Eetu,24,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=24515
Jyränkö,,1458-0896,,Heinolan harjulla. Kuohukoski pauhaa Irene,5,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=24572
Jyränkö,,1458-0896,,"Kevät. Jo kevät kaunis, suloinen Eline",22,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=24456
Jyränkö,,1458-0896,,Kirjapainolle sen 450:tenä syntymävuonna. Sanasta Herran syntyi kerran valo Tuokko,27,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=24434
Jyränkö,,1458-0896,,Käyskellessä. Tuule armas raitis tuuli Irene,5,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=24572
Jyränkö,,1458-0896,,"Myrsky-yöllä. Wiihdypä myrsky, oi viihdy jo Irene",17,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=24392
Jyränkö,,1458-0896,,"Rantakalliolla. Mä kuljen kalliolla, Ja merta katselen Irene",14,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=24419
Jyränkö,,1458-0896,,Äiti. Hän valvoo pirtissä yksinänsä Irene,12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=24382
Helsingin Wiikko-Sanomia,,1458-0837,,(K. Krohnin sepittämä runo yliopiston Snellmanin-juhlassa:) Jokohan ääni ehtyi,48,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442117
Helsingin Wiikko-Sanomia,,1458-0837,,(Läh.) Ilomantsista. Täss on vaimojen valitus (Wiinasta.) A.H-nen,21,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442107
Helsingin Wiikko-Sanomia,,1458-0837,,(Läh.) Juomarin valitus. Vielä viinasta valitus Pohjolan Eero,11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442036
Helsingin Wiikko-Sanomia,,1458-0837,,(Läh.) Tunne Outo. Mi ompi rintakehän alla -nen.,4,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442046
Helsingin Wiikko-Sanomia,,1458-0837,,Amerikasta on A.S.L:ssä seuraava leikillinen runo: Moni haluaapi kuulla M.T-n,21,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442152
Helsingin Wiikko-Sanomia,,1458-0837,,Ankka Pohjolassa. On pohjolassa pienoinen O...n.,13,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442169
Helsingin Wiikko-Sanomia,,1458-0837,,Calumetistä. (A.S.L:stä.) Teille vanhat virkaveljet Äskentullut,9,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442138
Helsingin Wiikko-Sanomia,,1458-0837,,Ennen pikkupoikana. Ennen pikkupoikana E.A.J.,40,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442026
Helsingin Wiikko-Sanomia,,1458-0837,,"I. Laulan. Mä laulan, kun sydän tykkii II. Nuorukaisen sydän. Sydän nuoru- kaisen Jää",14,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442075
Helsingin Wiikko-Sanomia,,1458-0837,,III. Pyhä liekki. Pyhä liekki rinnass palaa Jää,14,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442075
Helsingin Wiikko-Sanomia,,1458-0837,,Ihmislapsi. Ihmislapsi on Jää,40,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442140
Helsingin Wiikko-Sanomia,,1458-0837,,Iisalmelta. Anna paimen paatuneille Pohjolan Eero,25,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442161
Helsingin Wiikko-Sanomia,,1458-0837,,Ilomantsista syyskuulla. (H.V.S:ille.) Nyt mä työntäyn tyvelle A.H-nen,44,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442157
Helsingin Wiikko-Sanomia,,1458-0837,,Ilomantsista. (Runo kapakoimisesta:) Salakaupasta sanaset A.H-nen,12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442113
Helsingin Wiikko-Sanomia,,1458-0837,,Ilomantsista. (Runo viinan juonnista: Wiinavirrasta valitus A.H-nen,13,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442106
Helsingin Wiikko-Sanomia,,1458-0837,,Ilomantsista. Aivan vanhalta ajalta A.H-nen,11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442139
Helsingin Wiikko-Sanomia,,1458-0837,,Ilomantsista. H.V.S:n toimitukselle.) Nyt on kieli kirkastettu (jatk.) A.H-nen,21,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442152
Helsingin Wiikko-Sanomia,,1458-0837,,Ilomantsista. VI. Wähän vainosta valitan (Suomen kielistä.) (jatk.) A.H-nen,25,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442101
Helsingin Wiikko-Sanomia,,1458-0837,,Ilomantsista. Wielä viinasta valitus A.H-nen,20,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442087
Helsingin Wiikko-Sanomia,,1458-0837,,"Juhlaruno, jonka Alexander III:nen kruunauksen johdosta kirjoitti A. Tuokko. Nimeä synnyinmaan pait nimi toinen",42,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442155
Helsingin Wiikko-Sanomia,,1458-0837,,Juvalta. Ei oo kaikki kadonnehet H.,32,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442147
Helsingin Wiikko-Sanomia,,1458-0837,,Kaikk ovat tytöt tyttöjä. Kaikk ovat tytöt tyttöjä r.t.e.,35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442160
Helsingin Wiikko-Sanomia,,1458-0837,,Kesämatkalta. Kesällä kerran matkustin,42,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442155
Helsingin Wiikko-Sanomia,,1458-0837,,Keväällä. Jo järvet ovat sulaneet E.K.S.,20,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442131
Helsingin Wiikko-Sanomia,,1458-0837,,"Kevään tullen. On luonto kaunis, ihana Onnen mitta. Jos onnen mitta virsta ois Jää",23,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442102
Helsingin Wiikko-Sanomia,,1458-0837,,Kodin muisto. Kolkko korpi mun kotilaakson ympäröi Jää,40,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442140
Helsingin Wiikko-Sanomia,,1458-0837,,Koditon. A.S.L:stä.) Minne mökkini tekisin Rikka,23,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442173
Helsingin Wiikko-Sanomia,,1458-0837,,Kotoinen kasvatus. (A.S.L:stä.) Koti miehen kasvattaapi,23,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442051
Helsingin Wiikko-Sanomia,,1458-0837,,Kukan kuolo. Astiassaan kukka kuoli Jää,23,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442102
Helsingin Wiikko-Sanomia,,1458-0837,,Kukka maassani. Kun aamuhetken seisoin meren rannikolla,40,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442026
Helsingin Wiikko-Sanomia,,1458-0837,,Kummun kukkulalla. Kummun kukkulalla Jää,33,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442153
Helsingin Wiikko-Sanomia,,1458-0837,,Kylväjän virvoitus. Kylväneet aamulla siementäs,40,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442026
Helsingin Wiikko-Sanomia,,1458-0837,,"Laulu Neitoselle, laaksossa kasvoi kukkanen",14,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442141
Helsingin Wiikko-Sanomia,,1458-0837,,Laulu juomareille. Oi mua raukkaa poloista E.K.S.,30,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442133
Helsingin Wiikko-Sanomia,,1458-0837,,"Mierolainen. Mierolainen, poika pieni Jää",33,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442153
Helsingin Wiikko-Sanomia,,1458-0837,,Nuoren pojan laulu. Mä olen nuori poikainen r.t.e.,35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442160
Helsingin Wiikko-Sanomia,,1458-0837,,Näsinmäki. (Porvoossa.) Sä laulamahan luotuna -a-,31,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442134
Helsingin Wiikko-Sanomia,,1458-0837,,"Onnen etsijä. Koti ahdas, kurja, hoito on -an-",36,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442154
Helsingin Wiikko-Sanomia,,1458-0837,,Onnentoivotus Keisari Alexanderi Kolmannelle. Nouse luonto Luojallesi P.E.,25,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442161
Helsingin Wiikko-Sanomia,,1458-0837,,Pieniä muistoonpanoja. Tän laulun pienen laitan E.K.S-nen,41,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442118
Helsingin Wiikko-Sanomia,,1458-0837,,Pohjolaisen ja Pohjois-Hämäläisen toisiansa kohtaaminen Helsingissä Sä olet poika Pohjasta E.K.S.,26,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442163
Helsingin Wiikko-Sanomia,,1458-0837,,Rakkaus. Oi! Ihme maan ja taivaan A.E.W.,9,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442138
Helsingin Wiikko-Sanomia,,1458-0837,,"Suru jouluilossa J:kylässä 1880. Hyvästi mailma, sanon sull! Paavo",16,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442079
Helsingin Wiikko-Sanomia,,1458-0837,,Talvella. Taas tuo talven kylmä peite Pohjolan Eero,10,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442068
Helsingin Wiikko-Sanomia,,1458-0837,,"Tokkola, J.: (Läh.) Suksimiehen laulu. Ah jos Luoja talven toisi",7,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442035
Helsingin Wiikko-Sanomia,,1458-0837,,Tunteet. Tuhannen kertaa tuhatta Jää,47,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442030
Helsingin Wiikko-Sanomia,,1458-0837,,"Virsi, jonka past. G.O. Schöneman Jyväskylässä kesäk. 8 ja 9 p:nä pidettyyn ylei- seen raittiuskokoukseen oli tehnyt: Olkaat raittiit, valvokaat! Alussa kaikk kun Luoja loi",24,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442040
Helsingin Wiikko-Sanomia,,1458-0837,,"Vuoden vieriävät. (Sapphil. runom.) Wuodet, aaltoin vyöryvien tavalla",1,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442148
Helsingin Wiikko-Sanomia,,1458-0837,,Ylva. Hornan luodolla rannalla järven Jää,17,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442088
Helsingin Wiikko-Sanomia,,1458-0837,,Ylös pojat! Ylös pojat Suomenmaan Jää,2,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442053
Maamme,,1458-2384,,(Lähetetty) Jeesuksen veri ja rakkaus. Jeesuksen veri Ja rakkaus suuri -ll.,16,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=88928
Maamme,,1458-2384,,Ajatushelmiä hengensankareilta. (suom. A.G. K-n.) Hellä on ystävyyskukka; - jos epäilynmato sen kalvaa,92,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=114956
Maamme,,1458-2384,,Eliisaa Eliisa mä ensin muistan O.L.,65,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=93843
Maamme,,1458-2384,,"Ellös naura. Ellös naura, Laatin Laura, Vaikka pyydän pappilaan",66,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=88115
Maamme,,1458-2384,,"Estääkö sivistys juoppouden? Rahvaan ukko, kurja raukka, Ryypiskelee, reuhustaa",105,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=115210
Maamme,,1458-2384,,"Haudan tuolla puolen. Miljoonittain maille manan, Maailmasta muutetaan",5,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=62272
Maamme,,1458-2384,,"Henkisen työn hedelmät. Esi-isät ennen meitä, Kolkot korvet kantoivat",62,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=110277
Maamme,,1458-2384,,"Herran kunnia luomistossa. Sumut siirtyy, Taivas valkenee",12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=69796
Maamme,,1458-2384,,Hiihtäjät. Valkovaippaan laaksot vaarat,11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=60056
Maamme,,1458-2384,,Hylky. Miksikä synnyin vaivaksi muille,123,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=88650
Maamme,,1458-2384,,"Hyräily suviehtoona. Laineilla lahden, keinuen kahden, Somasti soutaa, saalista noutaa",55,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=24983
Maamme,,1458-2384,,Ikävöitsen. Kun kuuhut luopi loistettaan,120,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=67668
Maamme,,1458-2384,,"Jerusalemin suutarin Jehu Isaskarin merkilliset matkustukset kautta maiden, man- tereiden. Runomittaan rakensi Hannes Hallavaara Jerusalemissa Kaupungissa katalassa (jatk.)",139,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=54177
Maamme,,1458-2384,,Juhannuksena. 1890. Saisinko siivet lintusen,75,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123188
Maamme,,1458-2384,,"Juoppouden uhrit. Kummastellen kuuntelemme, Pakanoiden pahaa tapaa",81,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=94763
Maamme,,1458-2384,,"Jäniksen valitus. Jänöjussi juoksenteli, Pitkin kankaita kovia A.H.",4,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=118569
Maamme,,1458-2384,,Jää-helmi. Hauskasti heilui helteellä suven,56,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=54172
Maamme,,1458-2384,,"Kaiku hiilikaivoksesta! Wulkanan pajas ääni raikuu N-,",7,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=54740
Maamme,,1458-2384,,"Kehdosta hautaan asti. Kavalana kumppalina, Paininlyöjänä pahana",14,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=29942
Maamme,,1458-2384,,Konsulinsaarella. Kas tuossa kuohuin keskellä,74,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=54746
Maamme,,1458-2384,,"Kuinka kauan? Kuinka kauan kannatamme, Juopumuksen julmaa kuvaa",81,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=94763
